id,chapter_id,is_default,cid,template_id,level,if_advance,if_super,if_mr,if_incarnation,awake,god_awake,super_awake,mr_awake,incarnation_awake,skin_cid,fight_value,max_hp,max_mp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed,dialog
104,10,0,2025,1,400,0,0,0,0,5,0,0,0,0,100025000,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking to Nuwa
105,10,0,2050,1,400,1,1,1,1,5,5,5,5,5,102050388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
106,10,0,2077,1,400,1,1,1,1,5,5,5,5,5,102077388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
107,11,1,2078,1,400,1,1,1,1,5,5,5,5,5,102078388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
108,11,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
109,11,0,2047,1,400,1,1,1,1,5,5,5,5,5,102047388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Cupid
110,11,0,2049,1,400,1,1,1,1,5,5,5,5,5,102049388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Icarus
111,11,0,2087,1,400,1,1,1,0,5,5,5,5,0,102087368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Prometheus
112,11,0,2075,1,400,1,1,1,0,5,5,5,5,0,102075368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Zeus
113,11,0,2050,1,400,1,1,1,1,5,5,5,5,5,102050388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Chaos
114,11,0,2082,1,400,1,1,1,0,5,5,5,5,0,102082368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
115,11,0,2068,1,400,1,1,1,0,5,5,5,5,0,102068368,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
116,12,1,2090,1,400,1,1,1,1,5,5,5,5,5,102090388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
117,12,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
118,12,0,2056,1,400,1,1,1,0,5,5,5,5,0,102056368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Ember Dragon
119,12,0,2076,1,400,1,1,1,0,5,5,5,5,0,102076368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Loki
120,12,0,2050,1,400,1,1,1,1,5,5,5,5,5,102050388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Chaos
121,12,0,2052,1,400,0,0,0,0,5,0,0,0,0,102052000,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocks after talking to Michael.
122,12,0,2084,1,400,1,1,1,1,5,5,5,5,5,102084368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocks after talking to Uriel.
123,12,0,2071,1,400,1,1,1,0,5,5,5,5,0,102071368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
124,12,0,2086,1,400,1,1,1,0,5,5,5,5,0,102086368,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
