id,angel_cid,level,need_exp,strength,agility,intelligence,stamina,fight_attr
46,1,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
47,1,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
48,1,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
49,1,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
50,1,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
51,2,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
52,2,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
53,2,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
54,2,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
55,2,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
56,2,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
57,2,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
58,2,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
59,2,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
60,2,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
61,2,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
62,2,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
63,2,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
64,2,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
65,2,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
66,2,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
67,2,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
68,2,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
69,2,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
70,2,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
71,2,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
72,2,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
73,2,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
74,2,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
75,2,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
76,2,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
77,2,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
78,2,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
79,2,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
80,2,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
81,2,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
82,2,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
83,2,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
84,2,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
85,2,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
86,2,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
87,2,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
88,2,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
89,2,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
90,2,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
91,2,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
92,2,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
93,2,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
94,2,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
95,2,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
96,2,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
97,2,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
98,2,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
99,2,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
100,2,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
101,3,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
102,3,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
103,3,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
104,3,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
105,3,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
106,3,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
107,3,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
108,3,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
109,3,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
110,3,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
111,3,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
112,3,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
113,3,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
114,3,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
115,3,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
116,3,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
117,3,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
118,3,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
119,3,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
120,3,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
121,3,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
122,3,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
123,3,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
124,3,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
125,3,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
126,3,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
127,3,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
128,3,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
129,3,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
130,3,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
131,3,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
132,3,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
133,3,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
134,3,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
135,3,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
136,3,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
137,3,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
138,3,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
139,3,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
140,3,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
141,3,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
142,3,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
143,3,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
144,3,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
145,3,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
146,3,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
147,3,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
148,3,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
149,3,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
150,3,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
151,4,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
152,4,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
153,4,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
154,4,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
155,4,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
156,4,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
157,4,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
158,4,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
159,4,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
160,4,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
161,4,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
162,4,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
163,4,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
164,4,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
165,4,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
166,4,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
167,4,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
168,4,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
169,4,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
170,4,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
171,4,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
172,4,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
173,4,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
174,4,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
175,4,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
176,4,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
177,4,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
178,4,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
179,4,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
180,4,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
181,4,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
182,4,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
183,4,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
184,4,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
185,4,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
186,4,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
187,4,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
188,4,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
189,4,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
190,4,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
191,4,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
192,4,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
193,4,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
194,4,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
195,4,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
196,4,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
197,4,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
198,4,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
199,4,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
200,4,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
201,5,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
202,5,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
203,5,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
204,5,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
205,5,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
206,5,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
207,5,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
208,5,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
209,5,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
210,5,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
211,5,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
212,5,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
213,5,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
214,5,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
215,5,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
216,5,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
217,5,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
218,5,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
219,5,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
220,5,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
221,5,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
222,5,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
223,5,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
224,5,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
225,5,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
226,5,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
227,5,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
228,5,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
229,5,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
230,5,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
231,5,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
232,5,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
233,5,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
234,5,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
235,5,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
236,5,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
237,5,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
238,5,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
239,5,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
240,5,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
241,5,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
242,5,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
243,5,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
244,5,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
245,5,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
246,5,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
247,5,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
248,5,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
249,5,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
250,5,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
251,6,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
252,6,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
253,6,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
254,6,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
255,6,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
256,6,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
257,6,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
258,6,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
259,6,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
260,6,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
261,6,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
262,6,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
263,6,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
264,6,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
265,6,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
266,6,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
267,6,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
268,6,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
269,6,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
270,6,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
271,6,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
272,6,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
273,6,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
274,6,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
275,6,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
276,6,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
277,6,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
278,6,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
279,6,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
280,6,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
281,6,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
282,6,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
283,6,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
284,6,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
285,6,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
286,6,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
287,6,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
288,6,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
289,6,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
290,6,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
291,6,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
292,6,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
293,6,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
294,6,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
295,6,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
296,6,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
297,6,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
298,6,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
299,6,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
300,6,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
301,7,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
302,7,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
303,7,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
304,7,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
305,7,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
306,7,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
307,7,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
308,7,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
309,7,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
310,7,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
311,7,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
312,7,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
313,7,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
314,7,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
315,7,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
316,7,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
317,7,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
318,7,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
319,7,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
320,7,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
321,7,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
322,7,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
323,7,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
324,7,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
325,7,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
326,7,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
327,7,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
328,7,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
329,7,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
330,7,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
331,7,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
332,7,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
333,7,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
334,7,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
335,7,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
336,7,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
337,7,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
338,7,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
339,7,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
340,7,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
341,7,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
342,7,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
343,7,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
344,7,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
345,7,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
346,7,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
347,7,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
348,7,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
349,7,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
350,7,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
351,8,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
352,8,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
353,8,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
354,8,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
355,8,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
356,8,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
357,8,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
358,8,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
359,8,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
360,8,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
361,8,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
362,8,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
363,8,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
364,8,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
365,8,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
366,8,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
367,8,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
368,8,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
369,8,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
370,8,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
371,8,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
372,8,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
373,8,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
374,8,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
375,8,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
376,8,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
377,8,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
378,8,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
379,8,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
380,8,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
381,8,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
382,8,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
383,8,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
384,8,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
385,8,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
386,8,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
387,8,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
388,8,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
389,8,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
390,8,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
391,8,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
392,8,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
393,8,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
394,8,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
395,8,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
396,8,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
397,8,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
398,8,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
